match_id,match_id,TEAM_ID,season
22000810,22000810,1610612759,2020
22000810,22000810,1610612742,2020
22000811,22000811,1610612754,2020
22000811,22000811,1610612763,2020
22000812,22000812,1610612741,2020
22000812,22000812,1610612750,2020
22000813,22000813,1610612765,2020
22000813,22000813,1610612746,2020
22000814,22000814,1610612748,2020
22000814,22000814,1610612757,2020
22000794,22000794,1610612761,2020
22000794,22000794,1610612739,2020
22000800,22000800,1610612747,2020
22000800,22000800,1610612751,2020
22000199,22000199,1610612755,2020
22000199,22000199,1610612760,2020
22000801,22000801,1610612758,2020
22000801,22000801,1610612762,2020
22000802,22000802,1610612745,2020
22000802,22000802,1610612744,2020
22000803,22000803,1610612764,2020
22000803,22000803,1610612756,2020
22000804,22000804,1610612765,2020
22000804,22000804,1610612757,2020
22000790,22000790,1610612754,2020
22000790,22000790,1610612753,2020
22000792,22000792,1610612750,2020
22000792,22000792,1610612738,2020
22000793,22000793,1610612763,2020
22000793,22000793,1610612752,2020
22000791,22000791,1610612741,2020
22000791,22000791,1610612737,2020
22000795,22000795,1610612755,2020
22000795,22000795,1610612740,2020
22000796,22000796,1610612766,2020
22000796,22000796,1610612749,2020
22000797,22000797,1610612759,2020
22000797,22000797,1610612743,2020
22000798,22000798,1610612764,2020
22000798,22000798,1610612744,2020
22000799,22000799,1610612745,2020
22000799,22000799,1610612746,2020
22000523,22000523,1610612741,2020
22000523,22000523,1610612761,2020
22000784,22000784,1610612747,2020
22000784,22000784,1610612748,2020
22000785,22000785,1610612739,2020
22000785,22000785,1610612760,2020
22000786,22000786,1610612749,2020
22000786,22000786,1610612742,2020
22000787,22000787,1610612757,2020
22000787,22000787,1610612762,2020
22000788,22000788,1610612756,2020
22000788,22000788,1610612746,2020
22000789,22000789,1610612765,2020
22000789,22000789,1610612758,2020
22000776,22000776,1610612750,2020
22000776,22000776,1610612754,2020
22000777,22000777,1610612764,2020
22000777,22000777,1610612753,2020
22000778,22000778,1610612752,2020
22000778,22000778,1610612738,2020
22000779,22000779,1610612740,2020
22000779,22000779,1610612751,2020
22000456,22000456,1610612742,2020
22000456,22000456,1610612745,2020
22000780,22000780,1610612763,2020
22000780,22000780,1610612737,2020
22000781,22000781,1610612766,2020
22000781,22000781,1610612760,2020
22000782,22000782,1610612759,2020
22000782,22000782,1610612743,2020
22000783,22000783,1610612762,2020
22000783,22000783,1610612756,2020
22000769,22000769,1610612741,2020
22000769,22000769,1610612754,2020
22000770,22000770,1610612740,2020
22000770,22000770,1610612737,2020
22000771,22000771,1610612755,2020
22000771,22000771,1610612738,2020
22000772,22000772,1610612747,2020
22000772,22000772,1610612761,2020
22000773,22000773,1610612763,2020
22000773,22000773,1610612748,2020
22000321,22000321,1610612765,2020
22000321,22000321,1610612743,2020
22000774,22000774,1610612749,2020
22000774,22000774,1610612744,2020
22000775,22000775,1610612757,2020
22000775,22000775,1610612746,2020
22000762,22000762,1610612752,2020
22000762,22000762,1610612751,2020
22000763,22000763,1610612764,2020
22000763,22000763,1610612761,2020
22000764,22000764,1610612762,2020
22000764,22000764,1610612742,2020
22000765,22000765,1610612758,2020
22000765,22000765,1610612750,2020
22000766,22000766,1610612765,2020
22000766,22000766,1610612760,2020
22000767,22000767,1610612739,2020
22000767,22000767,1610612759,2020
22000768,22000768,1610612756,2020
22000768,22000768,1610612745,2020
22000755,22000755,1610612751,2020
22000755,22000755,1610612741,2020
22000756,22000756,1610612747,2020
22000756,22000756,1610612746,2020
22000757,22000757,1610612766,2020
22000757,22000757,1610612738,2020
22000758,22000758,1610612763,2020
22000758,22000758,1610612755,2020
22000759,22000759,1610612744,2020
22000759,22000759,1610612737,2020
22000760,22000760,1610612740,2020
22000760,22000760,1610612745,2020
22000761,22000761,1610612753,2020
22000761,22000761,1610612743,2020
22000747,22000747,1610612742,2020
22000747,22000747,1610612764,2020
22000748,22000748,1610612752,2020
22000748,22000748,1610612765,2020
